dur	proto	service	state	spkts	dpkts	sbytes	dbytes	rate	sttl	dttl	sload	dload	sinpkt	dinpkt	sjit	djit	swin	stcpb	dtcpb	tcprtt	synack	ackdat	smean	dmean	trans_depth	response_body_len	ct_srv_src	ct_state_ttl	ct_dst_ltm	ct_src_dport_ltm	ct_dst_sport_ltm	ct_dst_src_ltm	is_ftp_login	ct_flw_http_mthd	ct_src_ltm	ct_srv_dst	is_sm_ips_ports
5e-06	trunk-2	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	5	6	0
3e-06	xns-idp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	5	6	0
3e-06	xns-idp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	5	6	0
3e-06	leaf-1	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	4	6	0
1.914575	tcp	-	FIN	26	26	3444	3254	26.637766	254	252	13839.10254	13074.44238	76.582998	72.995398	4000.316548	98.159609	255	4081478244	3770194246	0.101534	0.058138	0.043396	132	125	0	0	2	1	1	1	1	1	0	0	2	1	0
4e-06	leaf-2	-	INT	2	0	200	0	250000.0006	254	0	200000000.0	0.0	0.004	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	4	6	0
8e-06	irtp	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	2	2	2	4	0	0	4	4	0
1.285564	tcp	http	FIN	12	10	1012	1688	16.335243	62	252	5774.897461	9458.883789	116.845635	129.689109	8244.675429	165.303672	255	2106215216	3090540851	0.203335	0.118359	0.084976	84	169	1	379	3	1	3	3	1	1	0	1	3	1	0
3e-06	mfe-nsp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	3	2	1	1	1	3	0	0	1	3	0
9e-06	merit-inp	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	3	2	2	1	1	3	0	0	3	3	0
9e-06	3pc	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	1	1	1	4	0	0	2	4	0
9e-06	ddp	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	1	1	1	4	0	0	2	4	0
9e-06	ddp	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	1	1	1	4	0	0	2	4	0
3e-06	idpr-cmtp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	1	1	1	4	0	0	1	4	0
8e-06	tp++	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	1	1	1	4	0	0	2	4	0
8e-06	tp++	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	1	1	1	4	0	0	2	4	0
8e-06	tp++	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	1	1	1	4	0	0	2	4	0
9e-06	sdrp	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	1	1	1	7	0	0	1	7	0
9e-06	ipv6-frag	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	2	7	0
9e-06	ipv6-route	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	2	7	0
9e-06	ipv6-route	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	2	7	0
3e-06	idrp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	1	1	1	7	0	0	1	7	0
3e-06	gre	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	3	7	0
9e-06	mhrp	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	3	7	0
9e-06	i-nlsp	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	1	1	1	5	0	0	1	5	0
7.200432	rvd	-	INT	4	0	400	0	0.416642	254	0	333.313354	0.0	2400.144	0.0	3394.30925	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	4	3	3	6	0	0	13	6	0
4.273954	tcp	-	FIN	32	16	26316	1596	10.996843	254	252	47719.74609	2802.089111	137.130801	281.186062	19281.30209	767.049813	255	1239267449	3727022316	0.122099	0.056159	0.06594	822	100	0	0	2	1	1	1	1	3	0	0	1	1	0
9e-06	udp	-	INT	2	0	702	0	111111.1072	254	0	312000000.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	351	0	0	0	3	2	1	1	1	1	0	0	1	1	0
8e-06	mobile	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	3	3	3	5	0	0	3	5	0
8e-06	mobile	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	3	3	3	5	0	0	3	5	0
7e-06	narp	-	INT	2	0	200	0	142857.1409	254	0	114285712.0	0.0	0.007	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	3	3	3	5	0	0	3	5	0
0.921987	ospf	-	INT	20	0	1280	0	20.607666	254	0	10551.125	0.0	48.525633	0.0	52.253805	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	2	0	0	1	1	0
0.921987	ospf	-	INT	20	0	1280	0	20.607666	254	0	10551.125	0.0	48.525633	0.0	52.253805	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	2	0	0	1	1	0
9e-06	skip	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	2	6	0
9e-06	skip	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	2	6	0
9e-06	sctp	-	INT	2	0	104	0	111111.1072	254	0	46222220.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	52	0	0	0	1	2	2	1	1	2	0	0	1	1	0
9e-06	sctp	-	INT	2	0	104	0	111111.1072	254	0	46222220.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	52	0	0	0	1	2	2	1	1	2	0	0	1	1	0
9e-06	gre	-	INT	2	0	156	0	111111.1072	254	0	69333328.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	78	0	0	0	1	2	1	1	1	63	0	0	1	1	0
8e-06	ipv6-no	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	1	1	1	6	0	0	1	6	0
5e-06	ipv6-opts	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	2	6	0
8e-06	sat-expak	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	2	6	0
8e-06	sat-expak	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	2	6	0
0.266376	tcp	http	FIN	10	8	848	1014	63.819566	254	252	22945.01172	26669.07031	29.597333	34.892855	1456.142061	50.494645	255	2813253090	3347160439	0.071552	0.021051	0.050501	85	127	1	90	1	1	1	1	1	1	0	1	1	1	0
3e-06	ippc	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	4	3	3	6	0	0	13	6	0
9e-06	kryptolan	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	4	3	3	6	0	0	13	6	0
5e-06	any	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	1	1	6	0	0	1	6	0
0.489758	ospf	-	INT	20	0	1040	0	38.794669	254	0	16138.58203	0.0	25.776736	0.0	29.430768	0.0	0	0	0	0.0	0.0	0.0	52	0	0	0	1	2	1	1	1	1	0	0	1	1	0
8e-06	sat-mon	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	7	0	0	2	6	0
8e-06	sat-mon	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	7	0	0	2	6	0
8e-06	cpnx	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	7	0	0	10	6	0
0.203724	tcp	http	FIN	10	8	744	944	83.446232	62	252	26310.10547	32436.04102	22.636	26.162572	1167.644073	44.634609	255	2643107585	2581994053	0.048141	0.020084	0.028057	74	118	1	75	1	1	1	1	1	1	0	1	1	1	0
8e-06	cpnx	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	7	0	0	10	6	0
1.244202	ospf	-	INT	28	0	3024	0	21.700656	254	0	18749.36719	0.0	46.081555	0.0	57.727293	0.0	0	0	0	0.0	0.0	0.0	108	0	0	0	1	2	1	1	1	1	0	0	1	1	0
3e-06	wsn	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	7	0	0	2	6	0
8e-06	pvp	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	1	1	1	4	0	0	11	4	0
8e-06	br-sat-mon	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	2	2	2	4	0	0	10	4	0
8e-06	sun-nd	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	2	2	2	4	0	0	10	4	0
8e-06	wb-mon	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	1	1	1	4	0	0	1	4	0
8e-06	vmtp	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	3	2	2	1	1	4	0	0	2	3	0
8e-06	vmtp	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	3	2	2	1	1	4	0	0	2	3	0
0.912818	tcp	smtp	FIN	52	24	45569	1882	82.163146	254	252	391692.5313	15810.37988	17.898392	39.362566	1286.732995	43.78393	255	3351184374	1855602343	0.052522	0.006533	0.045989	876	78	0	0	1	1	1	1	1	1	0	0	1	1	0
6e-06	ttp	-	INT	2	0	200	0	166666.6608	254	0	133333328.0	0.0	0.006	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	2	2	2	4	0	0	11	4	0
3e-06	nsfnet-igp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	2	1	1	4	0	0	2	4	0
3e-06	nsfnet-igp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	4	2	2	1	1	4	0	0	2	4	0
3e-06	dgp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	1	1	1	5	0	0	6	5	0
3e-06	dgp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	1	1	1	5	0	0	6	5	0
3e-06	dgp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	1	1	1	5	0	0	6	5	0
8e-06	ospf	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	2	2	2	5	0	0	3	5	0
5e-06	larp	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	11	6	0
8e-06	mtp	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	11	6	0
9e-06	ax.25	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	10	6	0
9e-06	ipip	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	10	6	0
5e-06	aes-sp3-d	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	2	2	6	0	0	2	6	0
5e-06	pri-enc	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	2	1	1	5	0	0	9	5	0
3e-06	gmtp	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	2	2	2	5	0	0	2	5	0
5e-06	ifmp	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	5	2	2	2	2	5	0	0	2	5	0
0.763668	tcp	http	FIN	10	12	828	8756	27.498861	62	252	7814.914551	84088.89844	84.852	59.478816	4794.968068	4028.250398	255	1332989040	1287786791	0.174317	0.108594	0.065723	83	730	1	3877	1	1	2	1	1	1	0	1	1	1	0
8e-06	pnni	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	3	2	2	2	2	3	0	0	11	3	0
1.60079	tcp	http	FIN	10	10	864	1666	11.869139	254	252	3888.080322	7496.298828	177.865556	162.684	11125.18197	253.452625	255	1949506903	537314298	0.282083	0.135955	0.146128	86	167	1	382	2	1	1	1	1	1	0	1	1	1	0
28.213135	ospf	-	INT	20	0	1280	0	0.673445	254	0	344.803925	0.0	1484.90175	0.0	1831.332375	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	1	0	0	1	1	0
3e-06	sctp	-	INT	2	0	776	0	333333.3215	254	0	1034666624.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	388	0	0	0	1	2	1	1	1	1	0	0	1	1	0
0.278216	tcp	http	FIN	10	8	880	2208	61.103602	62	252	22773.67188	55553.95703	30.912889	36.865145	1511.277879	52.855172	255	584122640	696689417	0.066344	0.019322	0.047022	88	276	1	676	1	1	1	1	1	1	0	1	1	1	0
1.321289	tcp	http	FIN	32	30	6622	9490	46.16704	254	252	38846.91406	55545.76172	42.622225	45.319723	2005.890902	50.933594	255	3454359009	1860058805	0.050325	0.006387	0.043938	207	316	1	98	1	1	1	1	1	1	0	1	1	1	0
1.354252	tcp	ftp	FIN	22	24	1072	1842	33.228676	254	252	6049.095703	10432.32715	64.488193	58.58613	3427.513497	3835.282497	255	651396820	3089787507	0.050497	0.006138	0.044359	49	77	0	0	1	1	2	1	1	2	1	0	2	1	0
0.240818	tcp	ftp-data	FIN	8	18	364	16744	103.812841	254	252	10597.21484	525342.8125	34.40257	13.321412	2304.959332	1320.013626	255	2758146903	2901687447	0.024292	0.013741	0.010551	46	930	0	0	1	1	2	1	1	2	0	0	2	1	0
